x-axis,1,2,3
second,Volt,Volt,Volt
+2.85000E-03,+95.48E-06,+2.01005027E+00,+3.74404518E+00
+2.87500E-03,+70.35E-06,+2.01005027E+00,+3.74404518E+00
+2.90000E-03,+70.35E-06,+2.01005027E+00,+3.74404518E+00
+2.92500E-03,+70.35E-06,+2.01005027E+00,+3.74404518E+00
+2.95000E-03,+70.35E-06,+2.01005027E+00,+3.74404518E+00
+2.97500E-03,+70.35E-06,+2.01005027E+00,+3.74404518E+00
+3.00000E-03,+70.35E-06,+2.01005027E+00,+3.74404518E+00
+3.02500E-03,+70.35E-06,+2.21105529E+00,+3.88851755E+00
+3.05000E-03,+70.35E-06,+2.01005027E+00,+3.74404518E+00
+3.07500E-03,+70.35E-06,+2.16708544E+00,+3.74404518E+00
+3.10000E-03,+70.35E-06,+2.01005027E+00,+3.74404518E+00
+3.12500E-03,+70.35E-06,+2.15452263E+00,+3.74404518E+00
+3.15000E-03,+70.35E-06,+2.01005027E+00,+3.74404518E+00
+3.17500E-03,+70.35E-06,+2.01005027E+00,+3.74404518E+00
+3.20000E-03,+70.35E-06,+2.01005027E+00,+3.74404518E+00
+3.22500E-03,+70.35E-06,+2.15452263E+00,+3.68751252E+00
+3.25000E-03,+70.35E-06,+2.01005027E+00,+3.74404518E+00
+3.27500E-03,-105.53E-06,+2.01005027E+00,+3.74404518E+00
+3.30000E-03,-356.78E-06,+2.11683419E+00,+3.74404518E+00
+3.32500E-03,+70.35E-06,+2.15452263E+00,+3.74404518E+00
+3.35000E-03,+70.35E-06,+2.21105529E+00,+3.74404518E+00
+3.37500E-03,+70.35E-06,+2.21105529E+00,+3.74404518E+00
+3.40000E-03,+70.35E-06,+2.10427137E+00,+3.74404518E+00
+3.42500E-03,+70.35E-06,+2.15452263E+00,+3.80057785E+00
+3.45000E-03,+70.35E-06,+2.21105529E+00,+3.74404518E+00
+3.47500E-03,+70.35E-06,+2.21105529E+00,+3.74404518E+00
+3.50000E-03,+874.37E-06,+2.01005027E+00,+3.74404518E+00
+3.52500E-03,+874.37E-06,+2.06658293E+00,+3.74404518E+00
+3.55000E-03,+874.37E-06,+2.20477389E+00,+3.74404518E+00
+3.57500E-03,+1.05025E-03,+2.21105529E+00,+3.74404518E+00
+3.60000E-03,+1.25126E-03,+2.31783921E+00,+3.74404518E+00
+3.62500E-03,+1.67839E-03,+2.21105529E+00,+3.74404518E+00
+3.65000E-03,+2.48241E-03,+2.21105529E+00,+3.74404518E+00
+3.67500E-03,+2.65829E-03,+2.21105529E+00,+3.74404518E+00
+3.70000E-03,+4.09045E-03,+2.21105529E+00,+3.74404518E+00
+3.72500E-03,+5.69849E-03,+2.26758796E+00,+3.74404518E+00
+3.75000E-03,+7.28141E-03,+2.21105529E+00,+3.74404518E+00
+3.77500E-03,+9.09045E-03,+2.21105529E+00,+3.74404518E+00
+3.80000E-03,+10.94975E-03,+2.31783921E+00,+3.74404518E+00
+3.82500E-03,+12.93467E-03,+2.26758796E+00,+3.74404518E+00
+3.85000E-03,+12.93467E-03,+2.21105529E+00,+3.74404518E+00
+3.87500E-03,+12.93467E-03,+2.25502514E+00,+3.74404518E+00
+3.90000E-03,+11.32663E-03,+2.31783921E+00,+3.74404518E+00
+3.92500E-03,+10.74874E-03,+2.41206032E+00,+3.74404518E+00
+3.95000E-03,+11.30151E-03,+2.21733670E+00,+3.74404518E+00
+3.97500E-03,+10.69849E-03,+2.36809047E+00,+3.74404518E+00
+4.00000E-03,+10.94975E-03,+2.31783921E+00,+3.74404518E+00
+4.02500E-03,+11.32663E-03,+2.41206032E+00,+3.74404518E+00
+4.05000E-03,+10.52261E-03,+2.21733670E+00,+3.74404518E+00
+4.07500E-03,+8.91457E-03,+2.41206032E+00,+3.58701001E+00
+4.10000E-03,+7.73367E-03,+2.41206032E+00,+3.74404518E+00
+4.12500E-03,+6.50251E-03,+2.41206032E+00,+3.74404518E+00
+4.15000E-03,+5.69849E-03,+2.41206032E+00,+3.74404518E+00
+4.17500E-03,+5.07035E-03,+2.41206032E+00,+3.74404518E+00
+4.20000E-03,+5.32161E-03,+2.41206032E+00,+3.74404518E+00
+4.22500E-03,+4.09045E-03,+2.41206032E+00,+3.74404518E+00
+4.25000E-03,+4.09045E-03,+2.41206032E+00,+3.74404518E+00
+4.27500E-03,+3.91457E-03,+2.41206032E+00,+3.74404518E+00
+4.30000E-03,+3.28643E-03,+2.41206032E+00,+3.74404518E+00
+4.32500E-03,+3.28643E-03,+2.41206032E+00,+3.74404518E+00
+4.35000E-03,+2.48241E-03,+2.41206032E+00,+3.74404518E+00
+4.37500E-03,+2.30653E-03,+2.41206032E+00,+3.74404518E+00
+4.40000E-03,+2.05528E-03,+2.41206032E+00,+3.74404518E+00
+4.42500E-03,+2.25628E-03,+2.41206032E+00,+3.74404518E+00
+4.45000E-03,+1.67839E-03,+2.41206032E+00,+3.74404518E+00
+4.47500E-03,+1.67839E-03,+2.61306535E+00,+3.58701001E+00
+4.50000E-03,+1.67839E-03,+2.51884424E+00,+3.74404518E+00
+4.52500E-03,+1.67839E-03,+2.41206032E+00,+3.74404518E+00
+4.55000E-03,+1.65327E-03,+2.41834173E+00,+3.74404518E+00
+4.57500E-03,+1.05025E-03,+2.45603017E+00,+3.74404518E+00
+4.60000E-03,+1.25126E-03,+2.61306535E+00,+3.74404518E+00
+4.62500E-03,+1.10050E-03,+2.41206032E+00,+3.74404518E+00
+4.65000E-03,+1.67839E-03,+2.61306535E+00,+3.74404518E+00
+4.67500E-03,+874.37E-06,+2.61306535E+00,+3.74404518E+00
+4.70000E-03,+874.37E-06,+2.61306535E+00,+3.74404518E+00
+4.72500E-03,+874.37E-06,+2.46859298E+00,+3.74404518E+00
+4.75000E-03,+1.67839E-03,+2.41834173E+00,+3.74404518E+00
+4.77500E-03,+1.05025E-03,+2.61306535E+00,+3.74404518E+00
+4.80000E-03,+874.37E-06,+2.61306535E+00,+3.74404518E+00
+4.82500E-03,+1.10050E-03,+2.55653268E+00,+3.74404518E+00
+4.85000E-03,+874.37E-06,+2.61306535E+00,+3.74404518E+00
+4.87500E-03,+1.05025E-03,+2.61306535E+00,+3.74404518E+00
+4.90000E-03,+1.25126E-03,+2.61306535E+00,+3.74404518E+00
+4.92500E-03,+1.67839E-03,+2.61306535E+00,+3.74404518E+00
+4.95000E-03,+874.37E-06,+2.80778897E+00,+3.54932156E+00
+4.97500E-03,+1.50251E-03,+2.61306535E+00,+3.58701001E+00
+5.00000E-03,+1.25126E-03,+2.61306535E+00,+3.74404518E+00
+5.02500E-03,+1.10050E-03,+2.75753771E+00,+3.74404518E+00
+5.05000E-03,+2.45729E-03,+2.61306535E+00,+3.74404518E+00
+5.07500E-03,+1.67839E-03,+2.61306535E+00,+3.74404518E+00
+5.10000E-03,+2.10553E-03,+2.61306535E+00,+3.74404518E+00
+5.12500E-03,+2.48241E-03,+2.61306535E+00,+3.74404518E+00
+5.15000E-03,+2.48241E-03,+2.81407037E+00,+3.74404518E+00
+5.17500E-03,+2.48241E-03,+2.65703520E+00,+3.74404518E+00
+5.20000E-03,+2.85930E-03,+2.70728645E+00,+3.74404518E+00
+5.22500E-03,+3.28643E-03,+2.75753771E+00,+3.74404518E+00
+5.25000E-03,+4.09045E-03,+2.81407037E+00,+3.74404518E+00
+5.27500E-03,+4.09045E-03,+2.65703520E+00,+3.74404518E+00
+5.30000E-03,+4.89447E-03,+2.81407037E+00,+3.74404518E+00
+5.32500E-03,+5.69849E-03,+2.81407037E+00,+3.74404518E+00
+5.35000E-03,+6.50251E-03,+2.81407037E+00,+3.74404518E+00
+5.37500E-03,+7.30653E-03,+2.81407037E+00,+3.74404518E+00
+5.40000E-03,+8.53769E-03,+2.81407037E+00,+3.74404518E+00
+5.42500E-03,+9.71859E-03,+2.75753771E+00,+3.74404518E+00
+5.45000E-03,+11.32663E-03,+2.61934675E+00,+3.74404518E+00
+5.47500E-03,+12.93467E-03,+2.81407037E+00,+3.74404518E+00
+5.50000E-03,+14.54271E-03,+2.81407037E+00,+3.74404518E+00
+5.52500E-03,+16.15075E-03,+2.66959801E+00,+3.74404518E+00
+5.55000E-03,+17.75879E-03,+2.81407037E+00,+3.74404518E+00
+5.57500E-03,+18.56281E-03,+2.81407037E+00,+3.74404518E+00
+5.60000E-03,+17.75879E-03,+2.70728645E+00,+3.64982408E+00
+5.62500E-03,+17.75879E-03,+2.95854274E+00,+3.74404518E+00
+5.65000E-03,+16.95477E-03,+2.81407037E+00,+3.74404518E+00
+5.67500E-03,+16.15075E-03,+2.81407037E+00,+3.74404518E+00
+5.70000E-03,+15.34673E-03,+2.90829148E+00,+3.74404518E+00
+5.72500E-03,+15.12060E-03,+2.81407037E+00,+3.74404518E+00
+5.75000E-03,+15.34673E-03,+2.81407037E+00,+3.74404518E+00
+5.77500E-03,+15.34673E-03,+2.85804022E+00,+3.74404518E+00
+5.80000E-03,+15.34673E-03,+2.81407037E+00,+3.74404518E+00
+5.82500E-03,+14.54271E-03,+2.87060304E+00,+3.74404518E+00
+5.85000E-03,+14.54271E-03,+2.82035178E+00,+3.74404518E+00
+5.87500E-03,+12.93467E-03,+2.81407037E+00,+3.74404518E+00
+5.90000E-03,+11.32663E-03,+2.90829148E+00,+3.63726126E+00
+5.92500E-03,+10.52261E-03,+2.95854274E+00,+3.74404518E+00
+5.95000E-03,+9.71859E-03,+3.01507540E+00,+3.74404518E+00
+5.97500E-03,+8.73869E-03,+3.01507540E+00,+3.74404518E+00
+6.00000E-03,+8.11055E-03,+3.01507540E+00,+3.64982408E+00
+6.02500E-03,+8.11055E-03,+2.81407037E+00,+3.74404518E+00
+6.05000E-03,+8.08543E-03,+3.01507540E+00,+3.74404518E+00
+6.07500E-03,+7.13065E-03,+3.01507540E+00,+3.74404518E+00
+6.10000E-03,+7.30653E-03,+3.01507540E+00,+3.74404518E+00
+6.12500E-03,+6.50251E-03,+3.01507540E+00,+3.74404518E+00
+6.15000E-03,+6.50251E-03,+3.01507540E+00,+3.74404518E+00
+6.17500E-03,+5.69849E-03,+3.01507540E+00,+3.74404518E+00
+6.20000E-03,+6.07538E-03,+3.01507540E+00,+3.64982408E+00
+6.22500E-03,+5.69849E-03,+3.01507540E+00,+3.74404518E+00
+6.25000E-03,+5.69849E-03,+3.20979902E+00,+3.74404518E+00
+6.27500E-03,+5.69849E-03,+3.01507540E+00,+3.74404518E+00
+6.30000E-03,+5.32161E-03,+3.01507540E+00,+3.74404518E+00
+6.32500E-03,+4.89447E-03,+3.07160806E+00,+3.74404518E+00
+6.35000E-03,+4.09045E-03,+3.01507540E+00,+3.74404518E+00
+6.37500E-03,+4.09045E-03,+3.17211058E+00,+3.74404518E+00
+6.40000E-03,+3.71357E-03,+3.01507540E+00,+3.74404518E+00
+6.42500E-03,+3.28643E-03,+3.01507540E+00,+3.74404518E+00
+6.45000E-03,+2.50754E-03,+3.01507540E+00,+3.74404518E+00
+6.47500E-03,+3.11055E-03,+3.01507540E+00,+3.74404518E+00
+6.50000E-03,+2.48241E-03,+3.10929651E+00,+3.74404518E+00
+6.52500E-03,+2.48241E-03,+3.01507540E+00,+3.74404518E+00
+6.55000E-03,+1.70352E-03,+3.01507540E+00,+3.74404518E+00
+6.57500E-03,+1.85427E-03,+3.05904525E+00,+3.74404518E+00
+6.60000E-03,+2.05528E-03,+3.21608043E+00,+3.74404518E+00
+6.62500E-03,+1.67839E-03,+3.15954776E+00,+3.74404518E+00
+6.65000E-03,+2.45729E-03,+3.21608043E+00,+3.74404518E+00
+6.67500E-03,+1.50251E-03,+3.05904525E+00,+3.74404518E+00
+6.70000E-03,+1.67839E-03,+3.12185932E+00,+3.74404518E+00
+6.72500E-03,+1.67839E-03,+3.21608043E+00,+3.74404518E+00
+6.75000E-03,+899.50E-06,+3.21608043E+00,+3.74404518E+00
+6.77500E-03,+1.67839E-03,+3.21608043E+00,+3.74404518E+00
+6.80000E-03,+1.67839E-03,+3.21608043E+00,+3.74404518E+00
+6.82500E-03,+1.67839E-03,+3.21608043E+00,+3.74404518E+00
+6.85000E-03,+1.65327E-03,+3.21608043E+00,+3.74404518E+00
+6.87500E-03,+1.67839E-03,+3.21608043E+00,+3.74404518E+00
+6.90000E-03,+1.67839E-03,+3.21608043E+00,+3.74404518E+00
+6.92500E-03,+1.67839E-03,+3.21608043E+00,+3.74404518E+00
+6.95000E-03,+1.67839E-03,+3.21608043E+00,+3.74404518E+00
+6.97500E-03,+1.67839E-03,+3.21608043E+00,+3.74404518E+00
+7.00000E-03,+2.48241E-03,+3.21608043E+00,+3.74404518E+00
+7.02500E-03,+2.48241E-03,+3.21608043E+00,+3.74404518E+00
+7.05000E-03,+2.50754E-03,+3.21608043E+00,+3.54932156E+00
+7.07500E-03,+3.28643E-03,+3.21608043E+00,+3.74404518E+00
+7.10000E-03,+3.66332E-03,+3.21608043E+00,+3.74404518E+00
+7.12500E-03,+4.09045E-03,+3.27261309E+00,+3.74404518E+00
+7.15000E-03,+4.11558E-03,+3.21608043E+00,+3.74404518E+00
+7.17500E-03,+4.89447E-03,+3.37311560E+00,+3.70007533E+00
+7.20000E-03,+6.07538E-03,+3.32286435E+00,+3.74404518E+00
+7.22500E-03,+7.30653E-03,+3.27261309E+00,+3.74404518E+00
+7.25000E-03,+8.91457E-03,+3.22236183E+00,+3.74404518E+00
+7.27500E-03,+10.52261E-03,+3.26005028E+00,+3.74404518E+00
+7.30000E-03,+12.93467E-03,+3.21608043E+00,+3.74404518E+00
+7.32500E-03,+15.34673E-03,+3.36055279E+00,+3.74404518E+00
+7.35000E-03,+18.53769E-03,+3.41708545E+00,+3.73776378E+00
+7.37500E-03,+22.58291E-03,+3.26005028E+00,+3.74404518E+00
+7.40000E-03,+28.21106E-03,+3.41708545E+00,+3.74404518E+00
+7.42500E-03,+34.06533E-03,+3.41708545E+00,+3.74404518E+00
+7.45000E-03,+41.87940E-03,+3.41708545E+00,+3.74404518E+00
+7.47500E-03,+49.11558E-03,+3.41708545E+00,+3.70007533E+00
+7.50000E-03,+53.93970E-03,+3.41708545E+00,+3.74404518E+00
+7.52500E-03,+55.32161E-03,+3.41708545E+00,+3.74404518E+00
+7.55000E-03,+52.33166E-03,+3.41708545E+00,+3.74404518E+00
+7.57500E-03,+47.50754E-03,+3.41708545E+00,+3.58701001E+00
+7.60000E-03,+41.07538E-03,+3.41708545E+00,+3.74404518E+00
+7.62500E-03,+35.44724E-03,+3.41708545E+00,+3.74404518E+00
+7.65000E-03,+31.42714E-03,+3.61809048E+00,+3.74404518E+00
+7.67500E-03,+28.21106E-03,+3.41708545E+00,+3.74404518E+00
+7.70000E-03,+25.79900E-03,+3.41708545E+00,+3.74404518E+00
+7.72500E-03,+24.19095E-03,+3.41708545E+00,+3.74404518E+00
+7.75000E-03,+23.38693E-03,+3.41708545E+00,+3.74404518E+00
+7.77500E-03,+22.40704E-03,+3.57412063E+00,+3.74404518E+00
+7.80000E-03,+20.59799E-03,+3.41708545E+00,+3.64982408E+00
+7.82500E-03,+19.14070E-03,+3.41708545E+00,+3.74404518E+00
+7.85000E-03,+16.95477E-03,+3.61180907E+00,+3.74404518E+00
+7.87500E-03,+15.97487E-03,+3.46105530E+00,+3.74404518E+00
+7.90000E-03,+14.54271E-03,+3.52386937E+00,+3.74404518E+00
+7.92500E-03,+13.51256E-03,+3.56155782E+00,+3.74404518E+00
+7.95000E-03,+12.93467E-03,+3.42336686E+00,+3.54932156E+00
+7.97500E-03,+12.13065E-03,+3.61809048E+00,+3.74404518E+00
+8.00000E-03,+11.70352E-03,+3.61809048E+00,+3.74404518E+00
+8.02500E-03,+11.32663E-03,+3.47361812E+00,+3.74404518E+00
+8.05000E-03,+10.52261E-03,+3.61809048E+00,+3.74404518E+00
+8.07500E-03,+9.71859E-03,+3.61809048E+00,+3.74404518E+00
+8.10000E-03,+9.29146E-03,+3.61809048E+00,+3.74404518E+00
+8.12500E-03,+8.91457E-03,+3.61809048E+00,+3.74404518E+00
+8.15000E-03,+8.11055E-03,+3.61809048E+00,+3.74404518E+00
+8.17500E-03,+8.11055E-03,+3.77512566E+00,+3.58701001E+00
+8.20000E-03,+7.30653E-03,+3.41708545E+00,+3.74404518E+00
+8.22500E-03,+7.30653E-03,+3.61809048E+00,+3.74404518E+00
+8.25000E-03,+7.28141E-03,+3.61809048E+00,+3.74404518E+00
+8.27500E-03,+6.50251E-03,+3.61809048E+00,+3.74404518E+00
+8.30000E-03,+6.50251E-03,+3.61809048E+00,+3.74404518E+00
+8.32500E-03,+6.27638E-03,+3.61809048E+00,+3.74404518E+00
+8.35000E-03,+5.69849E-03,+3.62437189E+00,+3.74404518E+00
+8.37500E-03,+5.87437E-03,+3.61809048E+00,+3.74404518E+00
+8.40000E-03,+5.32161E-03,+3.61809048E+00,+3.64982408E+00
+8.42500E-03,+5.69849E-03,+3.61809048E+00,+3.74404518E+00
+8.45000E-03,+5.69849E-03,+3.61809048E+00,+3.74404518E+00
+8.47500E-03,+5.69849E-03,+3.66206033E+00,+3.74404518E+00
+8.50000E-03,+5.69849E-03,+3.71231159E+00,+3.74404518E+00
+8.52500E-03,+5.12060E-03,+3.81909551E+00,+3.74404518E+00
+8.55000E-03,+4.91960E-03,+3.81909551E+00,+3.73776378E+00
+8.57500E-03,+5.69849E-03,+3.81909551E+00,+3.74404518E+00
+8.60000E-03,+5.69849E-03,+3.72487440E+00,+3.74404518E+00
+8.62500E-03,+5.69849E-03,+3.67462314E+00,+3.74404518E+00
+8.65000E-03,+5.69849E-03,+3.61809048E+00,+3.74404518E+00
+8.67500E-03,+6.50251E-03,+3.81909551E+00,+3.74404518E+00
+8.70000E-03,+6.50251E-03,+3.71231159E+00,+3.74404518E+00
+8.72500E-03,+6.50251E-03,+3.81909551E+00,+3.74404518E+00
+8.75000E-03,+6.50251E-03,+3.81909551E+00,+3.74404518E+00
+8.77500E-03,+7.30653E-03,+3.81909551E+00,+3.74404518E+00
+8.80000E-03,+7.73367E-03,+3.81909551E+00,+3.74404518E+00
+8.82500E-03,+7.53266E-03,+3.76256284E+00,+3.74404518E+00
+8.85000E-03,+8.88945E-03,+3.81909551E+00,+3.54304016E+00
+8.87500E-03,+8.91457E-03,+3.81909551E+00,+3.74404518E+00
+8.90000E-03,+10.52261E-03,+3.81909551E+00,+3.74404518E+00
+8.92500E-03,+11.10050E-03,+3.81909551E+00,+3.74404518E+00
+8.95000E-03,+12.13065E-03,+3.63065329E+00,+3.74404518E+00
+8.97500E-03,+12.93467E-03,+3.81909551E+00,+3.74404518E+00
+9.00000E-03,+14.54271E-03,+3.72487440E+00,+3.74404518E+00
+9.02500E-03,+16.95477E-03,+3.96356787E+00,+3.74404518E+00
+9.05000E-03,+18.58794E-03,+3.81909551E+00,+3.74404518E+00
+9.07500E-03,+21.95477E-03,+3.86306536E+00,+3.74404518E+00
+9.10000E-03,+25.37186E-03,+3.92587943E+00,+3.74404518E+00
+9.12500E-03,+29.01508E-03,+3.81909551E+00,+3.74404518E+00
+9.15000E-03,+34.64322E-03,+3.81909551E+00,+3.74404518E+00
+9.17500E-03,+40.44724E-03,+3.97613068E+00,+3.74404518E+00
+9.20000E-03,+47.50754E-03,+3.91331661E+00,+3.74404518E+00
+9.22500E-03,+54.74372E-03,+3.81909551E+00,+3.74404518E+00
+9.25000E-03,+61.97990E-03,+3.82537691E+00,+3.73776378E+00
+9.27500E-03,+67.60804E-03,+4.02010053E+00,+3.74404518E+00
+9.30000E-03,+70.02010E-03,+4.02010053E+00,+3.74404518E+00
+9.32500E-03,+68.18593E-03,+3.87562817E+00,+3.74404518E+00
+9.35000E-03,+62.80904E-03,+4.02010053E+00,+3.74404518E+00
+9.37500E-03,+56.17588E-03,+4.02010053E+00,+3.74404518E+00
+9.40000E-03,+48.68844E-03,+4.02010053E+00,+3.64982408E+00
+9.42500E-03,+41.87940E-03,+3.87562817E+00,+3.74404518E+00
+9.45000E-03,+37.08040E-03,+4.02010053E+00,+3.74404518E+00
+9.47500E-03,+33.03518E-03,+4.02010053E+00,+3.74404518E+00
+9.50000E-03,+31.05025E-03,+4.02010053E+00,+3.74404518E+00
+9.52500E-03,+29.81910E-03,+4.02010053E+00,+3.74404518E+00
+9.55000E-03,+28.21106E-03,+4.02638194E+00,+3.74404518E+00
+9.57500E-03,+25.79900E-03,+4.02010053E+00,+3.58701001E+00
+9.60000E-03,+23.81407E-03,+4.02010053E+00,+3.74404518E+00
+9.62500E-03,+20.74874E-03,+4.07663320E+00,+3.80057785E+00
+9.65000E-03,+17.78392E-03,+4.02010053E+00,+3.74404518E+00
+9.67500E-03,+16.95477E-03,+4.06407038E+00,+3.74404518E+00
+9.70000E-03,+15.34673E-03,+4.02010053E+00,+3.74404518E+00
+9.72500E-03,+14.54271E-03,+4.02010053E+00,+3.74404518E+00
+9.75000E-03,+13.73869E-03,+4.02638194E+00,+3.54932156E+00
+9.77500E-03,+12.13065E-03,+4.06407038E+00,+3.74404518E+00
+9.80000E-03,+10.89950E-03,+4.12688445E+00,+3.74404518E+00
+9.82500E-03,+9.71859E-03,+4.02010053E+00,+3.74404518E+00
+9.85000E-03,+8.13568E-03,+4.21482415E+00,+3.74404518E+00
+9.87500E-03,+7.93467E-03,+4.06407038E+00,+3.74404518E+00
+9.90000E-03,+6.50251E-03,+4.22110556E+00,+3.63726126E+00
+9.92500E-03,+6.50251E-03,+4.02010053E+00,+3.74404518E+00
+9.95000E-03,+5.69849E-03,+4.21482415E+00,+3.74404518E+00
+9.97500E-03,+5.69849E-03,+4.22110556E+00,+3.74404518E+00
+10.00000E-03,+4.89447E-03,+4.11432164E+00,+3.74404518E+00
+10.02500E-03,+4.31658E-03,+4.22110556E+00,+3.74404518E+00
+10.05000E-03,+4.09045E-03,+4.22110556E+00,+3.73776378E+00
+10.07500E-03,+4.09045E-03,+4.22110556E+00,+3.74404518E+00
+10.10000E-03,+4.09045E-03,+4.12688445E+00,+3.74404518E+00
+10.12500E-03,+4.09045E-03,+4.22110556E+00,+3.74404518E+00
+10.15000E-03,+3.28643E-03,+4.22110556E+00,+3.74404518E+00
+10.17500E-03,+3.46231E-03,+4.22110556E+00,+3.74404518E+00
+10.20000E-03,+3.71357E-03,+4.22110556E+00,+3.74404518E+00
+10.22500E-03,+3.28643E-03,+4.27763822E+00,+3.74404518E+00
+10.25000E-03,+3.28643E-03,+4.22110556E+00,+3.74404518E+00
+10.27500E-03,+2.65829E-03,+4.22110556E+00,+3.74404518E+00
+10.30000E-03,+2.48241E-03,+4.22110556E+00,+3.74404518E+00
+10.32500E-03,+2.48241E-03,+4.22110556E+00,+3.74404518E+00
+10.35000E-03,+2.48241E-03,+4.22110556E+00,+3.74404518E+00
+10.37500E-03,+1.67839E-03,+4.22110556E+00,+3.74404518E+00
+10.40000E-03,+1.67839E-03,+4.22110556E+00,+3.74404518E+00
+10.42500E-03,+1.67839E-03,+4.22110556E+00,+3.74404518E+00
+10.45000E-03,+1.67839E-03,+4.41582918E+00,+3.54304016E+00
+10.47500E-03,+1.67839E-03,+4.22110556E+00,+3.70007533E+00
+10.50000E-03,+1.25126E-03,+4.22110556E+00,+3.54304016E+00
+10.52500E-03,+1.45226E-03,+4.42211059E+00,+3.54304016E+00
+10.55000E-03,+1.65327E-03,+4.22110556E+00,+3.74404518E+00
+10.57500E-03,+874.37E-06,+4.22110556E+00,+3.74404518E+00
+10.60000E-03,+874.37E-06,+4.31532667E+00,+3.74404518E+00
+10.62500E-03,+874.37E-06,+4.27763822E+00,+3.74404518E+00
+10.65000E-03,+874.37E-06,+4.42211059E+00,+3.74404518E+00
+10.67500E-03,+1.50251E-03,+4.26507541E+00,+3.74404518E+00
+10.70000E-03,+1.67839E-03,+4.31532667E+00,+3.74404518E+00
+10.72500E-03,+874.37E-06,+4.42211059E+00,+3.74404518E+00
+10.75000E-03,+874.37E-06,+4.42211059E+00,+3.74404518E+00
+10.77500E-03,+874.37E-06,+4.26507541E+00,+3.74404518E+00
+10.80000E-03,+874.37E-06,+4.42211059E+00,+3.74404518E+00
+10.82500E-03,+1.67839E-03,+4.42211059E+00,+3.74404518E+00
+10.85000E-03,+1.67839E-03,+4.42211059E+00,+3.74404518E+00
+10.87500E-03,+1.05025E-03,+4.42211059E+00,+3.74404518E+00
+10.90000E-03,+1.30151E-03,+4.42211059E+00,+3.64982408E+00
+10.92500E-03,+1.67839E-03,+4.42211059E+00,+3.74404518E+00
+10.95000E-03,+1.67839E-03,+4.42211059E+00,+3.74404518E+00
+10.97500E-03,+2.30653E-03,+4.42211059E+00,+3.74404518E+00
+11.00000E-03,+2.48241E-03,+4.42211059E+00,+3.74404518E+00
+11.02500E-03,+2.48241E-03,+4.42211059E+00,+3.74404518E+00
+11.05000E-03,+3.28643E-03,+4.42211059E+00,+3.74404518E+00
+11.07500E-03,+3.28643E-03,+4.42211059E+00,+3.74404518E+00
+11.10000E-03,+3.28643E-03,+4.52889451E+00,+3.74404518E+00
+11.12500E-03,+4.09045E-03,+4.56658295E+00,+3.74404518E+00
+11.15000E-03,+4.89447E-03,+4.62311561E+00,+3.74404518E+00
+11.17500E-03,+5.69849E-03,+4.57914576E+00,+3.74404518E+00
+11.20000E-03,+6.87940E-03,+4.62311561E+00,+3.74404518E+00
+11.22500E-03,+8.11055E-03,+4.47864325E+00,+3.74404518E+00
+11.25000E-03,+8.93970E-03,+4.62311561E+00,+3.74404518E+00
+11.27500E-03,+10.69849E-03,+4.46608044E+00,+3.74404518E+00
+11.30000E-03,+12.93467E-03,+4.62311561E+00,+3.74404518E+00
+11.32500E-03,+15.34673E-03,+4.62311561E+00,+3.59957282E+00
+11.35000E-03,+18.56281E-03,+4.62311561E+00,+3.74404518E+00
+11.37500E-03,+21.77889E-03,+4.62311561E+00,+3.74404518E+00
+11.40000E-03,+25.37186E-03,+4.52889451E+00,+3.74404518E+00
+11.42500E-03,+29.59296E-03,+4.62311561E+00,+3.74404518E+00
+11.45000E-03,+33.81407E-03,+4.62311561E+00,+3.74404518E+00
+11.47500E-03,+36.25126E-03,+4.62311561E+00,+3.74404518E+00
+11.50000E-03,+37.85930E-03,+4.62311561E+00,+3.74404518E+00
+11.52500E-03,+37.85930E-03,+4.67964828E+00,+3.74404518E+00
+11.55000E-03,+36.25126E-03,+4.62311561E+00,+3.74404518E+00
+11.57500E-03,+33.03518E-03,+4.62311561E+00,+3.74404518E+00
+11.60000E-03,+30.62312E-03,+4.62311561E+00,+3.74404518E+00
+11.62500E-03,+27.40704E-03,+4.62311561E+00,+3.74404518E+00
+11.65000E-03,+24.99497E-03,+4.62311561E+00,+3.74404518E+00
+11.67500E-03,+23.21106E-03,+4.62311561E+00,+3.74404518E+00
+11.70000E-03,+20.97487E-03,+4.72989953E+00,+3.74404518E+00
+11.72500E-03,+20.17085E-03,+4.62311561E+00,+3.74404518E+00
+11.75000E-03,+18.56281E-03,+4.62311561E+00,+3.74404518E+00
+11.77500E-03,+17.75879E-03,+4.62311561E+00,+3.74404518E+00
+11.80000E-03,+16.95477E-03,+4.72989953E+00,+3.74404518E+00
+11.82500E-03,+16.15075E-03,+4.62311561E+00,+3.74404518E+00
+11.85000E-03,+15.34673E-03,+4.62939702E+00,+3.74404518E+00
+11.87500E-03,+13.73869E-03,+4.78015079E+00,+3.74404518E+00
+11.90000E-03,+12.55779E-03,+4.82412064E+00,+3.74404518E+00
+11.92500E-03,+11.32663E-03,+4.82412064E+00,+3.74404518E+00
+11.95000E-03,+10.52261E-03,+4.82412064E+00,+3.74404518E+00
+11.97500E-03,+9.54271E-03,+4.78015079E+00,+3.74404518E+00
+12.00000E-03,+8.91457E-03,+4.82412064E+00,+3.74404518E+00
+12.02500E-03,+8.68844E-03,+4.82412064E+00,+3.74404518E+00
