x_0,x_1,x_2,phi_0,phi_1,Q_int,Q_ext,f_0,theta,Power (dBm)
-38.066428225682,3.404070543889523e-09,-7.515119630341585e-20,741.9186613160699,-3.287051773441809e-08,15269.465824592402,16673.818196393433,3608989075.996958,-0.05792201402345609,-42.0
643.4275983009251,-5.669448067755868e-08,1.2498183121752298e-18,741.5113071092735,-3.285255812519285e-08,15367.883890575667,16693.382454500446,3608988928.717102,-0.05890423930850994,-42.0
486.69469621130156,-4.287460057121732e-08,9.451771583610821e-19,742.1644930158636,-3.2881357919012715e-08,15294.904625670908,16641.032145479625,3608988493.918348,-0.05795171612850833,-42.0
548.1548252411903,-4.8288077264043586e-08,1.0643833181083015e-18,741.8517782098785,-3.2867569119146426e-08,15309.45751881199,16662.16094909507,3608989377.5333085,-0.059529811610889334,-42.0
209.78836130151396,-1.844235664985049e-08,4.062457764780321e-19,741.6328768130836,-3.285792100554768e-08,15266.291304699453,16632.04194200705,3608989282.417622,-0.059607651274890996,-42.0
386.60636975557554,-3.404627802907712e-08,7.505010059872538e-19,741.4815074153149,-3.285125116830094e-08,15294.670838418084,16665.773226388807,3608989300.466773,-0.05965956860892198,-42.0
200.62802482923718,-1.763488245459552e-08,3.8845105233107487e-19,741.9789429787174,-3.2873181524482934e-08,15292.453689777507,16650.005008303822,3608989253.091578,-0.05966259788604323,-42.0
490.61484694092525,-4.32149580639632e-08,9.52563254910202e-19,741.8694226321486,-3.28683450993404e-08,15325.353078342307,16680.05084523036,3608989662.071406,-0.06134984921906574,-42.0
538.077295027641,-4.739225070867659e-08,1.0444761717670108e-18,741.8137800556024,-3.286589083647692e-08,15308.916822311696,16678.734276860643,3608989138.001538,-0.05926316777956816,-42.0
424.1153286573645,-3.735148966856696e-08,8.23312973332494e-19,741.4013584784428,-3.284770189527627e-08,15378.447135436527,16695.867473099326,3608989173.021889,-0.06049493508969651,-42.0
685.8658334754069,-6.042738442972917e-08,1.3319047894425491e-18,741.4710616731453,-3.2850773232028574e-08,15330.987377637914,16689.2744997497,3608989308.777114,-0.06054350936000381,-42.0
528.4142122386843,-4.653677685454579e-08,1.0255425471481435e-18,741.9991512535528,-3.287407280305115e-08,15281.113735050027,16677.972941271164,3608989564.482519,-0.06041741824062069,-42.0
138.48694165017304,-1.2153347519437821e-08,2.675680366957177e-19,742.0605582660856,-3.287678240844457e-08,15275.282326491006,16639.524030930286,3608989168.970593,-0.058967996253715724,-42.0
104.76452642979949,-9.178261475681954e-09,2.0195064823930563e-19,742.0647218661936,-3.287695823824834e-08,15247.265070767042,16632.1089684535,3608989734.540003,-0.06008300614136519,-42.0
1021.7803962785267,-9.005834180269951e-08,1.985339569232534e-18,742.3113634665694,-3.288787670162299e-08,15338.693662858523,16677.22238961592,3608989533.984919,-0.060314956829764815,-42.0
328.3120814722806,-2.8899020458344754e-08,6.368780544258231e-19,741.7507935973932,-3.2863160567664196e-08,15337.362034001595,16672.14647612488,3608988912.695027,-0.05879433549084785,-42.0
547.2450302051014,-4.820118766484974e-08,1.0623208778497829e-18,741.8587381579152,-3.2867910139100046e-08,15309.970267060542,16665.297240781252,3608989492.6382656,-0.060678979421495735,-42.0
517.1192326086516,-4.555042943740757e-08,1.0040110874097323e-18,742.2261054172031,-3.288412674999447e-08,15311.568499353441,16670.87825426594,3608989258.9289565,-0.06008178823866842,-42.0
410.24324398805896,-3.6118074397468176e-08,7.958977865254986e-19,741.8225889493568,-3.286634331904437e-08,15333.385226612436,16668.627706950123,3608989754.5760455,-0.06122675736854243,-42.0
137.1523648454512,-1.2029009675052131e-08,2.6468021755593283e-19,741.9800730379994,-3.2873277785387754e-08,15264.961524978622,16666.045467555083,3608989597.6966233,-0.060723703782254605,-42.0
805.142415335085,-7.09549974832272e-08,1.5642020947525588e-18,741.3828103944443,-3.284693967419534e-08,15331.64534177231,16685.596169458353,3608989908.097437,-0.06166403872873202,-42.0
