#Frequency (Hz), S21re (), S21im (), S21dB (dB), S21Ph (rad), Power (dBm), Timestamp (s)
4.0488100000e+09, 4.6050816774e-01, 4.2619407177e-03, -6.7348812836e+00, 9.2546003317e-03, -3.2000000000e+01, 1.7513763914e+09
4.0488200000e+09, 4.5993560553e-01, 2.4108767975e-03, -6.7459400459e+00, 5.2417222941e-03, -3.2000000000e+01, 1.7513763914e+09
4.0488300000e+09, 4.5993655920e-01, 2.4398548994e-03, -6.7459191506e+00, 5.3047142366e-03, -3.2000000000e+01, 1.7513763914e+09
4.0488400000e+09, 4.5865827799e-01, 9.0941274539e-04, -6.7701982028e+00, 1.9827649413e-03, -3.2000000000e+01, 1.7513763914e+09
4.0488500000e+09, 4.5884248614e-01, 1.5760859242e-03, -6.7666762748e+00, 3.4349036396e-03, -3.2000000000e+01, 1.7513763914e+09
4.0488600000e+09, 4.5781126618e-01, -7.9379900126e-04, -6.7862574247e+00, -1.7338983647e-03, -3.2000000000e+01, 1.7513763914e+09
4.0488700000e+09, 4.5847746730e-01, -2.5489672553e-03, -6.7735058367e+00, -5.5595774604e-03, -3.2000000000e+01, 1.7513763914e+09
4.0488800000e+09, 4.5909813046e-01, -2.8563428205e-03, -6.7617214083e+00, -6.2215586964e-03, -3.2000000000e+01, 1.7513763914e+09
4.0488900000e+09, 4.5973414183e-01, -3.2161322888e-03, -6.7496523159e+00, -6.9955209611e-03, -3.2000000000e+01, 1.7513763914e+09
4.0489000000e+09, 4.5950222015e-01, -5.2611203864e-03, -6.7536784236e+00, -1.1449107913e-02, -3.2000000000e+01, 1.7513763914e+09
4.0489100000e+09, 4.5967423916e-01, -5.2136010490e-03, -6.7504380423e+00, -1.1341461112e-02, -3.2000000000e+01, 1.7513763914e+09
4.0489200000e+09, 4.5994785428e-01, -6.2568713911e-03, -6.7450244542e+00, -1.3602597390e-02, -3.2000000000e+01, 1.7513763914e+09
4.0489300000e+09, 4.5855826139e-01, -8.7145799771e-03, -6.7705413277e+00, -1.9002015248e-02, -3.2000000000e+01, 1.7513763914e+09
4.0489400000e+09, 4.5774880052e-01, -9.4928722829e-03, -6.7855883249e+00, -2.0735197452e-02, -3.2000000000e+01, 1.7513763914e+09
4.0489500000e+09, 4.5861023665e-01, -9.1604730114e-03, -6.7693927208e+00, -1.9971763160e-02, -3.2000000000e+01, 1.7513763914e+09
4.0489600000e+09, 4.6000924707e-01, -1.1319248006e-02, -6.7420399777e+00, -2.4601601750e-02, -3.2000000000e+01, 1.7513763914e+09
