#Frequency (Hz), S21re (), S21im (), S21dB (dB), S21Ph (rad), Power (dBm), Timestamp (s)
3.3740000000e+09, 2.4527722597e-01, 4.2721107602e-01, -6.1498351425e+00, -3.6649500178e+01, -5.0000000000e+01, 1.7513737522e+09
3.3755000000e+09, 3.6332362890e-01, 3.3248826861e-01, -6.1519423025e+00, -3.6958000359e+01, -5.0000000000e+01, 1.7513737522e+09
3.3770000000e+09, 4.4492053986e-01, 2.0237262547e-01, -6.2176755074e+00, -3.7272231017e+01, -5.0000000000e+01, 1.7513737522e+09
3.3785000000e+09, 4.8910045624e-01, 5.7496193796e-02, -6.1524336391e+00, -3.7582093922e+01, -5.0000000000e+01, 1.7513737522e+09
3.3800000000e+09, 4.7885173559e-01, -9.2958435416e-02, -6.2353207660e+00, -3.7890854736e+01, -5.0000000000e+01, 1.7513737522e+09
3.3815000000e+09, 4.3121415377e-01, -2.3789964616e-01, -6.1521324601e+00, -3.8203257161e+01, -5.0000000000e+01, 1.7513737522e+09
3.3830000000e+09, 3.3601188660e-01, -3.5368138552e-01, -6.2343306031e+00, -3.8510123762e+01, -5.0000000000e+01, 1.7513737522e+09
3.3845000000e+09, 2.1480584145e-01, -4.4041967392e-01, -6.1958787354e+00, -3.8816124740e+01, -5.0000000000e+01, 1.7513737522e+09
3.3860000000e+09, 6.9401808083e-02, -4.8389393091e-01, -6.2165671213e+00, -3.9127456034e+01, -5.0000000000e+01, 1.7513737522e+09
3.3875000000e+09, -8.1462316215e-02, -4.8524761200e-01, -6.1600278183e+00, -3.9436235045e+01, -5.0000000000e+01, 1.7513737522e+09
3.3890000000e+09, -2.2373461723e-01, -4.3644994497e-01, -6.1880234182e+00, -3.9743603720e+01, -5.0000000000e+01, 1.7513737522e+09
3.3905000000e+09, -3.4823709726e-01, -3.4680953622e-01, -6.1700027531e+00, -4.0057360237e+01, -5.0000000000e+01, 1.7513737522e+09
3.3920000000e+09, -4.3818557262e-01, -2.2503803670e-01, -6.1502200600e+00, -4.0366261591e+01, -5.0000000000e+01, 1.7513737522e+09
3.3935000000e+09, -4.8598393798e-01, -8.0510377884e-02, -6.1499767443e+00, -4.0676530875e+01, -5.0000000000e+01, 1.7513737522e+09
3.3950000000e+09, -4.8447370529e-01, 7.4145406485e-02, -6.1940473598e+00, -4.0992569343e+01, -5.0000000000e+01, 1.7513737522e+09
3.3965000000e+09, -4.4059801102e-01, 2.2370523214e-01, -6.1230656166e+00, -4.1310517695e+01, -5.0000000000e+01, 1.7513737522e+09
