#Frequency (Hz), S21re (), S21im (), S21dB (dB), S21Ph (rad), Power (dBm), Timestamp (s)
3.6068580000e+09, -4.7774535418e-01, -3.8180943578e-02, -6.3884201502e+00, -3.0618431270e+00, -3.9000000000e+01, 1.7513756993e+09
3.6068640000e+09, -4.7682544589e-01, -3.8056772202e-02, -6.4052343535e+00, -3.0619486838e+00, -3.9000000000e+01, 1.7513756993e+09
3.6068700000e+09, -4.7692456842e-01, -3.6319751293e-02, -6.4058921816e+00, -3.0655852815e+00, -3.9000000000e+01, 1.7513756993e+09
3.6068760000e+09, -4.7585868835e-01, -3.5999823362e-02, -6.4256549203e+00, -3.0660841463e+00, -3.9000000000e+01, 1.7513756993e+09
3.6068820000e+09, -4.7822564840e-01, -3.6581244320e-02, -6.3820049577e+00, -3.0652476378e+00, -3.9000000000e+01, 1.7513756993e+09
3.6068880000e+09, -4.7707352042e-01, -3.5638187081e-02, -6.4041260239e+00, -3.0670294771e+00, -3.9000000000e+01, 1.7513756993e+09
3.6068940000e+09, -4.7851052880e-01, -3.3460594714e-02, -6.3809859875e+00, -3.0717797352e+00, -3.9000000000e+01, 1.7513756993e+09
3.6069000000e+09, -4.7633886337e-01, -3.5008963197e-02, -6.4182837418e+00, -3.0682286390e+00, -3.9000000000e+01, 1.7513756993e+09
3.6069060000e+09, -4.7551792860e-01, -3.4601099789e-02, -6.4337279071e+00, -3.0689555923e+00, -3.9000000000e+01, 1.7513756993e+09
3.6069120000e+09, -4.7666573524e-01, -3.2613620162e-02, -6.4154379576e+00, -3.0732788051e+00, -3.9000000000e+01, 1.7513756993e+09
3.6069180000e+09, -4.7753560543e-01, -3.1941663474e-02, -6.4004974952e+00, -3.0748035931e+00, -3.9000000000e+01, 1.7513756993e+09
3.6069240000e+09, -4.7780045867e-01, -3.1321719289e-02, -6.3964457003e+00, -3.0761323395e+00, -3.9000000000e+01, 1.7513756993e+09
3.6069300000e+09, -4.7694110870e-01, -3.1091261655e-02, -6.4122882241e+00, -3.0764958705e+00, -3.9000000000e+01, 1.7513756993e+09
3.6069360000e+09, -4.7483468056e-01, -3.1333111227e-02, -6.4502817799e+00, -3.0757007703e+00, -3.9000000000e+01, 1.7513756993e+09
3.6069420000e+09, -4.7853127122e-01, -3.2488245517e-02, -6.3818217308e+00, -3.0738050932e+00, -3.9000000000e+01, 1.7513756993e+09
3.6069480000e+09, -4.7762161493e-01, -2.9872564599e-02, -6.4013649393e+00, -3.0791296013e+00, -3.9000000000e+01, 1.7513756993e+09
3.6069540000e+09, -4.7629949450e-01, -2.7960496023e-02, -6.4274570385e+00, -3.0829563454e+00, -3.9000000000e+01, 1.7513756993e+09
3.6069600000e+09, -4.7801619768e-01, -2.7144426480e-02, -6.3971660018e+00, -3.0848679939e+00, -3.9000000000e+01, 1.7513756993e+09
3.6069660000e+09, -4.7584772110e-01, -2.4002512917e-02, -6.4396041721e+00, -3.0911937845e+00, -3.9000000000e+01, 1.7513756993e+09
3.6069720000e+09, -4.7750946879e-01, -2.7676517144e-02, -6.4057950998e+00, -3.0836972833e+00, -3.9000000000e+01, 1.7513756993e+09
3.6069780000e+09, -4.7665163875e-01, -2.5265099481e-02, -6.4237934921e+00, -3.0886368345e+00, -3.9000000000e+01, 1.7513756993e+09
