name,value,stderr,min,max,vary
kappa_0,9.821627265740382,0.013980167560841415,5.0,50.0,True
kappa_1,9.907711940949268e-07,2.4899564732476555e-11,1e-09,1e-06,True
kappa_2,2.2204e-33,0.0,0.0,9.999999999999999e-11,False
Kerr,-9.09529417728492e-08,5.21335267830807e-11,-1e-06,-1e-09,True
